5314,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 14 a 20                ,LU 0014 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5315,036 C. MUNC. N*18 DE DIAG.Y PREV            ,S,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5316,025 C.A. Nº 1 MSTRO RIVADAVIA               ,S,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5321,043 CEMENTERIO MUNICIPAL                    ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5321,117 CEMENTERIO PLANILLA                     ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5322,048 CERRETTI                                ,F,Turno: 08 a 14                ,   0008 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5323,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5325,017 C.ANº19 C.SAN.ANIMAL Y ZOONOSIS         ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5329,036 C. MUNC. N*18 DE DIAG.Y PREV            ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5331,130 POSTA FAVALORO                          ,S,Turno: 08 a 14                ,   0000 0000,MA 0008 0016,MI 0008 0016,JU 0008 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5333,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5334,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5335,036 C. MUNC. N*18 DE DIAG.Y PREV            ,S,Turno: 12 a 18                ,LU 0013 0018,MA 0008 0018,MI 0013 0018,JU 0013 0018,VI 0013 0018,   0000 0000,   0000 0000,   0000 0000
5336,052 GUARDERIA MUNICIPAL                     ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5337,052 GUARDERIA MUNICIPAL                     ,S,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5339,000 CASA MUNICIPAL                          ,N,Turno: 19 a 7                 ,LU 0019 0017,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5341,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5342,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5344,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5345,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5348,042 VIALIDAD                                ,F,Turno: 7 a 13                 ,LU 0007 0013,MA 0007 0013,MI 0007 0013,JU 0007 0013,VI 0007 0013,   0000 0000,   0000 0000,   0000 0000
5349,042 VIALIDAD                                ,F,Turno: 7 a 13                 ,LU 0007 0013,MA 0007 0013,MI 0007 0013,JU 0007 0013,VI 0007 0013,   0000 0000,   0000 0000,   0000 0000
5352,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5353,050 EREZCANO                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5354,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5355,077 DIRECCION DE DEPORTES                   ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5356,042 VIALIDAD                                ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5362,028 C. A. Nº 15  C.MOLINA (GLEW II)         ,S,Turno: 14 a 20                ,LU 0012 0018,   0000 0000,MI 0012 0018,JU 0012 0018,VI 0012 0018,   0000 0000,   0000 0000,   0000 0000
5363,004 DELEGACION GLEW                         ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5364,052 GUARDERIA MUNICIPAL                     ,S,Turno: 08 a 14                ,LU 0008 0012,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5365,052 GUARDERIA MUNICIPAL                     ,S,Turno: 7 a 13                 ,LU 0730 1330,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5366,042 VIALIDAD                                ,F,Turno: 7 a 13                 ,LU 0007 0013,MA 0007 0013,MI 0007 0013,JU 0007 0013,VI 0007 0013,   0000 0000,   0000 0000,   0000 0000
5367,048 CERRETTI                                ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5368,050 EREZCANO                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5370,023 C. A. Nº 6 LOS ALAMOS                   ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5371,048 CERRETTI                                ,F,Turno: 7 a 13                 ,LU 0730 1330,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5372,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,MA 0008 1330,MI 0008 0015,JU 0008 1330,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
5373,000 CASA MUNICIPAL                          ,F,Turno: 13 a 19                ,LU 0013 0019,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5374,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5381,089 DIRECCION DE DEPORTES                   ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5383,001 DELEGACION BURZACO                      ,S,Turno: 7 a 13                 ,LU 0730 1330,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5384,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5386,048 CERRETTI                                ,F,Turno: 11 a 17                ,LU 1130 1430,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5387,048 CERRETTI                                ,N,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5388,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5389,041 BIBLIOTECA                              ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5390,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 14 a 20                ,LU 0014 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5392,050 EREZCANO                                ,N,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5394,052 GUARDERIA MUNICIPAL                     ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5395,050 EREZCANO                                ,F,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5397,052 GUARDERIA MUNICIPAL                     ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5398,138 SEC. DE GOBIERNO                        ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5399,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5400,004 DELEGACION GLEW                         ,S,Turno: 8 a 12 (4 Horas)       ,LU 0008 0012,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5401,048 CERRETTI                                ,N,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5402,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5405,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0016,   0000 0000,MI 0008 0016,JU 0008 0016,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
5406,052 GUARDERIA MUNICIPAL                     ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5409,033 C. A. Nº 3   BARRIO LINDO               ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5413,006 DELEGACION S. F. SOLANO                 ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5416,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,MA 0008 0014,MI 0008 0014,JU 0008 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
5419,046 - ESPACIOS   VERDES-                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5420,099 CTRO. ARTE Y CUL. BURZACO               ,S,Turno: 14 a 20                ,LU 0014 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5421,007 DELEGACION JOSE MARMOL                  ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5423,118 C.A Nº 29 LA ESTHER                     ,S,Turno: 08 a 14                ,LU 0008 0018,MA 0008 0018,MI 0008 0012,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5429,108 CTRO.ASIST.JUAN D.PERON N21             ,S,Turno: Rotativo               ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5429,104 C.A. Nº  13  BURZACO                    ,S,Turno: 08 a 14                ,   0000 0000,   0000 0000,MI 0008 1230,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5430,048 CERRETTI                                ,N,Turno: 8 a 20                 ,LU 0008 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5431,048 CERRETTI                                ,F,Turno: 20 a 8 (12X36)         ,LU 0020 0008,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5433,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5434,036 C. MUNC. N*18 DE DIAG.Y PREV            ,S,Turno: 08 a 14                ,LU 0008 0018,MA 0008 0014,   0000 0000,JU 0008 0014,VI 0008 0016,   0000 0000,   0000 0000,   0000 0000
5435,102 C. A. Nº 12 - DON ORIONE                ,S,Turno: 14 a 20                ,LU 0010 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5436,003 DELEGACION MTRO. RIVADAVIA              ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5438,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5439,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5440,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5441,048 CERRETTI                                ,N,Turno: 8:30 A 14:30           ,LU 0830 1430,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5443,043 CEMENTERIO MUNICIPAL                    ,F,Turno: 12 a 18                ,   0012 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5443,117 CEMENTERIO PLANILLA                     ,S,Turno: 12 a 18                ,   0000 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5444,009 DELEGACION MALV. ARGENTINAS             ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5447,048 CERRETTI                                ,N,Turno: 08 a 14                ,   0000 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5448,008 DELEGACION SAN JOSE                     ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5450,038 EDIFICIO SALUD                          ,S,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5451,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5453,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5454,042 VIALIDAD                                ,N,Turno: 7 a 13                 ,LU 0007 0013,MA 0007 0013,MI 0007 0013,JU 0007 0013,VI 0007 0013,   0000 0000,   0000 0000,   0000 0000
5455,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5456,048 CERRETTI                                ,N,Turno: 7 a 19 (12 X 24)       ,LU 0007 0019,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5458,017 C.ANº19 C.SAN.ANIMAL Y ZOONOSIS         ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5461,048 CERRETTI                                ,F,Turno: 8 a 12 (4 Horas)       ,LU 0008 0012,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5462,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5464,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5465,125 C.A. 23 GLEW SUR                        ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5466,001 DELEGACION BURZACO                      ,S,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5467,048 CERRETTI                                ,N,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5468,048 CERRETTI                                ,S,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
5469,042 VIALIDAD                                ,F,Turno: 7 a 13                 ,LU 0007 0013,MA 0007 0013,MI 0007 0013,JU 0007 0013,VI 0007 0013,   0000 0000,   0000 0000,   0000 0000
